,utterance_id,gender,age,speaker_id,expression,manual_transcription,discrete_emotion_collection_phase,discrete_emotion_annotation_phase,valence_annotation_phase,arousal_annotation_phase,split,path,target
122,580,m,adult,182,acted,U IME KRŠĆANSKE VJERE I BRATSKE LJUBAVI,sadness,sadness,4.907964338,2.97728815,train,cres_v2.1/audio_files_16000/580.wav,sadness
123,473,f,adult,142,real,ALENE A KAKO ĆEMO GA VRATIT,happiness,happiness,5.931634703,7.157204315,train,cres_v2.1/audio_files_16000/473.wav,happiness
124,760,m,adult,248,acted,MISLIO SAM DA VOLIŠ LIGNJE,fear,sadness,4.202915946,6.376892604,train,cres_v2.1/audio_files_16000/760.wav,sadness
125,475,f,adult,143,acted,DJECO MOJA DJEČICE,happiness,happiness,3.240076865,8.553985055,train,cres_v2.1/audio_files_16000/475.wav,happiness
126,594,m,adult,185,acted,GOTOV SAM TI BRACO MOJ NEĆU TI JA VIŠE DUGO,sadness,sadness,2.591189824,5.602395057,train,cres_v2.1/audio_files_16000/594.wav,sadness
127,1116,m,adult,322,real,ZA NAŠ ŽIVOT NIJE VAŽNO DAL PUTUJE ZEMLJA OKO SUNCA ILI SUNCE OKO ZEMLJE,neutral,neutral,5.306663288,3.088494193,train,cres_v2.1/audio_files_16000/1116.wav,neutral
128,45,m,adult,20,acted,OVO TI JE OLTAR DOMOVINE PIZDO KLEKNI I LJUBI,anger,anger,5.032101338,6.876126771,train,cres_v2.1/audio_files_16000/45.wav,anger
129,320,m,adult,81,acted,ZAČUVŠI PJESMU POĐOŠE U SUSRET OD SREĆE SUZE BRIŠUĆI JER SAD SU ONI U BRIZI BILI KAD SU SE KUĆI PRAZNOJ VRATILI A NAKON ČVRSTOG ZAGRLJAJA PRIČANJU JEDNIH I DRUGIH DUGO JOŠ DUGO U NOĆ NE BIJEŠE KRAJA,neutral,neutral,6.511270661,3.117019417,train,cres_v2.1/audio_files_16000/320.wav,neutral
130,35,m,adult,19,acted,NE MOGU JA KA GRADONAČELNIK SVE SAM,anger,anger,3.787619826,6.777533348,train,cres_v2.1/audio_files_16000/35.wav,anger
131,245,f,adult,57,real,MA JA BI JA SAM NJOJ REKLA LUPEŽICE,anger,anger,3.548365264,7.181942911,train,cres_v2.1/audio_files_16000/245.wav,anger
132,996,m,adult,231,acted,POGOĐEN SAM,fear,fear,1.512607514,8.940083631,train,cres_v2.1/audio_files_16000/996.wav,fear
133,94,m,adult,27,real,ALI TO NIJE POŠTENO PREMA I TEBI I MENI I NJEMU I ODREĐENIM OSOBAMA JER SE TA UPORNO OSOBA IZVLAČI NIJE POŠTENO A TI SVE GLEDAŠ NA POŠTEN NAČIN TO NIJE POŠTENO,anger,anger,3.564378941,5.584613686,train,cres_v2.1/audio_files_16000/94.wav,anger
134,315,m,adult,79,real,KAD KAŽEM ŽENE MISLIM PRIJE SVEGA NA ONAJ DIO UDH KOJI SE ODNOSI NA ŽENSTVENOST,neutral,neutral,6.517294384,3.915232177,train,cres_v2.1/audio_files_16000/315.wav,neutral
135,737,m,child,335,acted,STO POSTO TAJ KREŠTAVI GLAS KO NEKA VJEŠTICA,fear,fear,3.916895493,5.881259383,train,cres_v2.1/audio_files_16000/737.wav,fear
136,640,f,adult,195,acted,KĆERI MOJA VRATI SE SAMNOM KUĆI,sadness,sadness,3.089183178,4.019043409,train,cres_v2.1/audio_files_16000/640.wav,sadness
137,873,f,adult,284,acted,JA NE MORAM DOĆ NA SP,sadness,sadness,3.652243921,4.785861024,train,cres_v2.1/audio_files_16000/873.wav,sadness
138,883,m,adult,295,acted,NA TUĐOJ TROJCI TUĐA MLADOST ZASTAJK GDJE MI JE SREĆA ZASTAJK BRAĆO,sadness,sadness,3.891063312,5.866093749,train,cres_v2.1/audio_files_16000/883.wav,sadness
139,949,f,adult,272,real,NIJE MI ŽAO STANA NI MENE,sadness,anger,3.632751515,7.017206581,train,cres_v2.1/audio_files_16000/949.wav,anger
140,259,f,adult,60,acted,TOTALNI SI DEGENERIK,anger,anger,2.726193635,8.369079482,train,cres_v2.1/audio_files_16000/259.wav,anger
141,203,f,adult,49,real,I DA SU TO ZA NJU LJUDI DRUGOG REDA ILI TAKO NEŠTO KAKO TO MOŽEŠ REĆI,anger,anger,3.865225294,5.33154606,train,cres_v2.1/audio_files_16000/203.wav,anger
142,288,m,adult,62,real,PRODAJA SKIJAŠKIH ARANMŽANA JE PORASLA ČAK DVADESET POSTO U ODNOSU NA PROŠLU GODINU ŠTO MOŽEMO ZAHVALITI PRVENSTVENO NAŠOJ BOLJOJ PRIPREMI ZA SEZONU,neutral,neutral,5.777220132,3.392360865,train,cres_v2.1/audio_files_16000/288.wav,neutral
143,994,m,adult,231,acted,JEL ČUJEŠ ŠTA TI GOVORIM ß DIGO JE ČOVJEK PUŠKU NA NAS AL MU SE ZAGLAVILA,fear,anger,3.025261464,6.775633017,train,cres_v2.1/audio_files_16000/994.wav,anger
144,1107,m,adult,322,real,JA SAM TAKO ZAKLJUČIO POSLIJE TOGA,neutral,neutral,4.940816872,4.399873963,train,cres_v2.1/audio_files_16000/1107.wav,neutral
145,18,m,adult,10,acted,REKO SAM TI DA OSTAVIŠ,anger,anger,3.62542281,7.174734706,train,cres_v2.1/audio_files_16000/18.wav,anger
146,634,f,adult,192,acted,KAKAV JE JEL ZADOVOLJAN ŠTA TI SE ČINI,sadness,sadness,4.025716883,4.128067916,train,cres_v2.1/audio_files_16000/634.wav,sadness
147,1122,m,adult,325,real,I TAJ MED NAM DAJU,neutral,neutral,5.457681616,4.088678969,train,cres_v2.1/audio_files_16000/1122.wav,neutral
148,199,f,adult,48,real,HANA TI JE PREDLAGALA ß U STVARI DOGOVARALE STE SE KAKO ĆETE KAKO BI BILO NAJBOLJE DA SE IZBACI ALEKS,anger,anger,3.830911507,7.101275309,train,cres_v2.1/audio_files_16000/199.wav,anger
149,450,f,adult,139,real,DEČKI TKO ĆE SE KUPAT JOŠ HI UDH ZAGRIO JE DAVORIN VODU HAHA,happiness,happiness,7.713900824,6.790411635,train,cres_v2.1/audio_files_16000/450.wav,happiness
150,19,m,adult,11,acted,DAJTE ČOVIČE VEĆ STE MI SE POPELI III DA NE KAŽEM DI,anger,anger,3.720973092,6.319119629,train,cres_v2.1/audio_files_16000/19.wav,anger
151,641,f,adult,195,acted,NE TRAŽIM DA SE ODREKNEŠ LJUBAVI PREMA KRŠĆANSKOM BOGU AKO JE TO RAZLOG,sadness,sadness,3.420804534,5.06136965,train,cres_v2.1/audio_files_16000/641.wav,sadness
152,39,m,adult,20,acted,JESAM TE PIČKA TI MATERINA A U KURAC KRASAN SAD SAM NOVINE ZJEBAL,anger,anger,2.966974392,6.650642941,train,cres_v2.1/audio_files_16000/39.wav,anger
153,393,m,adult,119,real,VOLE SE,happiness,happiness,6.427383366,5.590502417,train,cres_v2.1/audio_files_16000/393.wav,happiness
154,723,m,adult,231,acted,DER MRTVA JE LJUDI MRTVA JE AJOJ AJOJ OVAJ ĆE NAS SVE POBIT,fear,fear,1.324626095,8.622632598,train,cres_v2.1/audio_files_16000/723.wav,fear
155,681,m,adult,207,real,PONEKAD ZASTAJK_ NIJE DOVOLJNO DA SE LJUDI SAMO ISPOVIJEDE,neutral,neutral,5.64568485,3.091907529,train,cres_v2.1/audio_files_16000/681.wav,neutral
156,529,f,adult,167,real,POSUŠIT GA TREBA IDH,fear,neutral,4.869220918,5.096813454,train,cres_v2.1/audio_files_16000/529.wav,neutral
157,258,f,adult,60,acted,KAK SI NE DAŠ DOKAZAT DA TI VELIN DA NEĆU VIŠE S TOBOM,anger,anger,2.852690588,7.82908946,train,cres_v2.1/audio_files_16000/258.wav,anger
158,855,m,adult,288,acted,"HO ZASTAJK MI SMO VRLO RAZGRANATA FAMILIJA I DOZVOLITE DA BUDE I NEKI ZRELIJI ČLAN, HEHE HE",happiness,happiness,7.000321743,3.418158472,train,cres_v2.1/audio_files_16000/855.wav,happiness
159,1050,f,adult,303,real,AKO JE NETKO NEZADOVOLJAN SA SVOJIM IZGLEDOM I S TIM KAKO IZGLEDA ZAŠTO NE,neutral,neutral,4.878451947,5.164855912,train,cres_v2.1/audio_files_16000/1050.wav,neutral
160,592,m,adult,185,acted,BEBA MORA IMATI TATU JA ZNAM KAK JE TO BEZ TATE ONDA TE GAĐAJU S KAMENJEM,sadness,sadness,2.792572637,5.377591102,train,cres_v2.1/audio_files_16000/592.wav,sadness
161,422,f,adult,133,real,ŠTEFICA BI TE TUKLA,happiness,happiness,6.886915979,5.688382736,train,cres_v2.1/audio_files_16000/422.wav,happiness
162,716,m,adult,226,acted,SPAŠAVAJ SE BAREM TI,fear,fear,2.99654461,6.531544997,train,cres_v2.1/audio_files_16000/716.wav,fear
163,1024,f,adult,294,acted,ŠTO ß PORODILJNI BI IH SKUPO KOŠTAO CMIZDR,sadness,sadness,1.579921245,6.800209141,train,cres_v2.1/audio_files_16000/1024.wav,sadness
164,1118,m,adult,323,acted,IDEMO NA NOĆ FLAMENKO PLESAČA GOSTUJU ŠPANJOLCI,neutral,neutral,6.652251892,4.183629501,train,cres_v2.1/audio_files_16000/1118.wav,neutral
165,257,f,adult,60,acted,DAJ RUTI KOJI TI JE JEBOTE KAJ OĆEŠ OD MENE,anger,anger,3.014502856,6.998734677,train,cres_v2.1/audio_files_16000/257.wav,anger
166,27,m,adult,17,acted,DRUGI PUT ĆU PUŠKU UZET,anger,anger,2.290426469,7.47646147,train,cres_v2.1/audio_files_16000/27.wav,anger
167,639,f,adult,194,acted,JE JE TO JE PUNO LIPO ŠIME TO ME GRIJE ONA JE MOJE DITE MI SMO OBITELJ,sadness,sadness,4.312632162,4.612311757,train,cres_v2.1/audio_files_16000/639.wav,sadness
168,504,m,adult,150,acted,NE MISLIM JA NIŠTA NEŠTA JE BILO ŠTA JE BILO JA NE ZNAM,fear,fear,3.974242821,6.356717216,train,cres_v2.1/audio_files_16000/504.wav,fear
169,376,m,adult,115,real,NEŠEŠ SE UDH PAMETNA CURA GLE KAK SE LIJEPO POČEŠAL,happiness,happiness,6.75334588,5.267458557,train,cres_v2.1/audio_files_16000/376.wav,happiness
170,744,m,adult,243,acted,ČEKAJ ČEKAJ BOLAN PA NEMOŠ ME SAMOG OSTAVIT,fear,fear,3.616554691,6.878644259,train,cres_v2.1/audio_files_16000/744.wav,fear
171,417,f,adult,131,acted,AJME KAKO SI POGODIA BAŠ TOGA SAM TILA,happiness,happiness,7.09294135,4.294727822,train,cres_v2.1/audio_files_16000/417.wav,happiness
172,538,f,adult,170,real,ČEKAJ NE NEMOJ GA NEMOJ GA DOK GA MAJKA NE POLIŽE,fear,fear,4.272699552,7.643049327,train,cres_v2.1/audio_files_16000/538.wav,fear
173,1042,f,adult,301,real,SUTRAŠNJOM OBJAVOM U NARODNIM NOVINAMA REZULTATI IZBORA POSTAT ĆE SLUŽBENI,neutral,neutral,5.041525345,4.836311577,train,cres_v2.1/audio_files_16000/1042.wav,neutral
174,227,f,adult,55,real,ŠTA SE MIŠAŠ AKO SAM JA STAVILA,anger,anger,3.180937417,7.805421515,train,cres_v2.1/audio_files_16000/227.wav,anger
175,104,m,adult,29,acted,DIŽI SE JEBEN TI MATER DROGERAŠKU DIŽI SE JEBEN TI JA MATER AJDE TREBA ROBU ISPORUČIT,anger,anger,3.342622606,7.671069068,train,cres_v2.1/audio_files_16000/104.wav,anger
176,660,f,adult,199,real,NEZNAM GLUMIT NIJE BITNO NEGO ß LOŠE MI JE OD SVEGA I U GLAVI MI JE LOŠE III ONO KUŽI SE DA MI JE LOŠE I SMRC I NEMOGU I TEŠKO JE NEMOJTE DA TEŠKO DIŠEM DA IMAM NEKAKAV NAPAD I TU SMRC I NE MOGU NI PRIČAT JEL STE SKUŽILI NORMALNO NI NIŠTA NE MOGU SMRC CMIZDR,sadness,sadness,1.732666269,7.02831586,train,cres_v2.1/audio_files_16000/660.wav,sadness
177,461,f,adult,140,real,DA NEMOJ ZEZAT,happiness,happiness,6.479458057,6.503175363,train,cres_v2.1/audio_files_16000/461.wav,happiness
178,977,m,adult,231,acted,NEMOJ MAJKO MILA NEMOJ MOLIM TE ß NEMOJ JARANE,fear,fear,1.608663518,8.502033962,train,cres_v2.1/audio_files_16000/977.wav,fear
179,860,m,adult,289,acted,CMIZDR NISAM JA KRIV SMRC NISAM KRIV SMRC JEBEM TI MATER MRTVU U PIČKU LEZBIJSKU,sadness,sadness,1.097629086,8.819509197,train,cres_v2.1/audio_files_16000/860.wav,sadness
180,1062,m,adult,305,acted,ONDA ĆEŠ VEČERAS SIGURNO UŽIVATI VODIM TE U PLAVI PODRUM,neutral,neutral,6.028203337,4.318142073,train,cres_v2.1/audio_files_16000/1062.wav,neutral
181,777,m,adult,251,acted,ZAŠTO TO RADITE,fear,anger,3.192005031,6.456550388,train,cres_v2.1/audio_files_16000/777.wav,anger
182,749,m,adult,243,acted,LJUDI LJUDI ONO JE CRNI DERVIŠ CRNI DERVIŠ DOŠO PO NAS,fear,fear,2.20904022,8.249887276,train,cres_v2.1/audio_files_16000/749.wav,fear
183,771,m,adult,248,acted,AJME MENI UBIT ĆE NAS,fear,fear,1.805369425,8.150705712,train,cres_v2.1/audio_files_16000/771.wav,fear
184,129,m,adult,31,acted,JA GROŠA VOLIM KO ROĐENOGA SINA A ON BEZOBRAZAN KO PAS I STALNO ZAPIŠAVA U KREVET I ONDA PLAČE,anger,anger,3.432991229,6.81255511,train,cres_v2.1/audio_files_16000/129.wav,anger
185,248,f,adult,58,real,DERALA SE RUČAK I TAKO SMO JA I NENO IZLETILI VAN,anger,neutral,5.010938506,6.191808188,train,cres_v2.1/audio_files_16000/248.wav,neutral
186,182,f,adult,42,acted,PUSTI ME SAMA SI KRIVA ON TE DRŽI ZA RUKU TI S NJIM RAZGOVARAŠ ZAŠTO GA NISI POSLALA U KURAC,anger,anger,2.418955419,7.162534664,train,cres_v2.1/audio_files_16000/182.wav,anger
187,912,f,adult,305,real,CMIZDR VOLJELA BI DA MOJA DJECA BUDEJU ZAJEDNO U KUĆI SMRC TO JE JAKO TEŠKO ZA RODITELJA KOJI ŽIVI BEZ SVOJE DJECE,sadness,sadness,1.417018583,7.9284703,train,cres_v2.1/audio_files_16000/912.wav,sadness
188,34,m,adult,19,acted,JESAM TI REKA DA MORA BIT OZBILJNO,anger,anger,3.452860809,6.505235172,train,cres_v2.1/audio_files_16000/34.wav,anger
189,138,m,adult,31,acted,MENE NIKO NE VOLI NI TI ME NE VOLIŠ VIDIO SAM TE I SRAM TE BILO,anger,sadness,1.783252255,7.808386075,train,cres_v2.1/audio_files_16000/138.wav,sadness
190,362,m,adult,104,acted,TO JE PORUKA BRAVO,happiness,happiness,6.68702861,4.060920763,train,cres_v2.1/audio_files_16000/362.wav,happiness
191,449,f,adult,139,real,HAHA UDH ONO,happiness,happiness,8.36752103,6.5683533,train,cres_v2.1/audio_files_16000/449.wav,happiness
192,888,m,adult,195,acted,CMIZDR GDJE ZASTAJK MA JA ZASTAJK RADOST,sadness,sadness,2.485983359,6.139518192,train,cres_v2.1/audio_files_16000/888.wav,sadness
193,381,m,adult,116,real,MASTI EJ UDH SAV SAM MASAN,happiness,neutral,5.624057587,4.259004604,train,cres_v2.1/audio_files_16000/381.wav,neutral
194,41,m,adult,20,acted,MA NABIJEM TE NA KURAC I TEBE I MAGAZIN NIKAM TI NE IDEŠ JEL TI JASNO,anger,anger,2.525483193,7.191260691,train,cres_v2.1/audio_files_16000/41.wav,anger
195,132,m,adult,31,acted,BAŠ ME BRIGA,anger,anger,3.389804152,6.872073841,train,cres_v2.1/audio_files_16000/132.wav,anger
196,313,m,adult,78,real,UPRAVO RADI IDEJE POKAZIVANJA TIJELA I TOGA ŠTO ONI SVE MOGU U ODNOSU NA SVE NAS KOJI TO NE MOŽEMO MISLIM DA U TOM SMISLU UDH ß NE TREBA SE NEČEMU PRETJERANO ČUDITI UDH,neutral,neutral,4.970418481,3.969560198,train,cres_v2.1/audio_files_16000/313.wav,neutral
197,975,m,adult,231,acted,UBIO JE BOG TE JEBO ß UDH IDH UDH UBIO JE,fear,fear,1.903742543,7.151050696,train,cres_v2.1/audio_files_16000/975.wav,fear
198,829,m,adult,270,acted,NE BIH ŽELIO DA SE PONOVI SUDBINA MOGA KOLEGE,happiness,fear,3.924188304,4.716841399,train,cres_v2.1/audio_files_16000/829.wav,fear
199,1119,f,adult,324,real,A UJEDNO KAŽU I NAJLJEKOVITIJI PRIRODNI LIJEK,neutral,neutral,6.815354625,3.205806901,train,cres_v2.1/audio_files_16000/1119.wav,neutral
200,10,m,adult,6,acted,VAS NIŠTA NISMO  PITALI ZAŠTO STE NAS ZVALI,anger,anger,3.825427527,5.912088273,train,cres_v2.1/audio_files_16000/10.wav,anger
201,480,f,child,144,acted,TAKVOG TE IVICE VOLIM KAD SI DOBAR,happiness,happiness,7.994827725,4.687788221,train,cres_v2.1/audio_files_16000/480.wav,happiness
202,561,f,child,172,acted,EVO VEĆ PUŠEM,fear,fear,3.398505756,7.66440245,train,cres_v2.1/audio_files_16000/561.wav,fear
203,166,f,adult,36,real,KO DA JA NE ZNAM ONO DA TO TREBA SPREMITI,anger,anger,3.672725401,6.915508586,train,cres_v2.1/audio_files_16000/166.wav,anger
204,193,f,adult,47,acted,NEĆEŠ ONDA ĆEMO S TOBOM DRUKČIJE NEZAHVALNICE,anger,anger,2.400826465,6.508808715,train,cres_v2.1/audio_files_16000/193.wav,anger
205,715,m,adult,226,acted,BOG TE PITAJ KAKVA JE JOŠ NESREĆA U TEBE STRAH ME IVE I ZA TEBE ME STRAH MA ŠTA TI JE SVE OVO TREBALO,fear,fear,2.600894324,7.703223281,train,cres_v2.1/audio_files_16000/715.wav,fear
206,836,m,adult,281,acted,HAJDE IDH DA MU PRAVIMO DRUŠTVO,happiness,happiness,6.940345431,5.305087354,train,cres_v2.1/audio_files_16000/836.wav,happiness
207,1015,m,adult,292,acted,UDH OPROSTI MI MOLIM TE NI UDH JA NISAM TE HTIO,fear,fear,2.81077982,7.319162691,train,cres_v2.1/audio_files_16000/1015.wav,fear
208,72,m,adult,23,real,MAAA TRAŽI SUTRA SNIMKE MOLIM TE,anger,anger,3.801424382,6.323846057,train,cres_v2.1/audio_files_16000/72.wav,anger
209,95,m,adult,27,real,ZAŠTO BI ON BIO SLUGA A TO NIJE ZASLUŽIO ZAŠTO NIJE POŠTENO ß JEBEM MU VRAGA AKO NIJE POŠTENO NIJE,anger,anger,3.133491289,6.179543899,train,cres_v2.1/audio_files_16000/95.wav,anger
210,413,f,adult,129,acted,NE TO JE TO TO JE TO RAZVALIO SI IH BAŠ KAKO TREBA,happiness,happiness,6.570813133,5.032645387,train,cres_v2.1/audio_files_16000/413.wav,happiness
211,330,f,adult,88,real,TVRTKE KOJE SU SE IPAK ODLUČILE NA KOLEKTIVNI GODIŠNJI ODMOR UVELE SU GA NA SAMO TJEDAN DANA,neutral,neutral,5.264736243,2.990621932,train,cres_v2.1/audio_files_16000/330.wav,neutral
212,157,m,adult,31,acted,ZAŠTO OVAKO ZAŠTO ONAKO NA SVE ĆEŠ ODMAH ODGOVOR ZNATI U VREĆU ĆU TE SAD STRPATI A ONDA ĆU TE PROGUTATI,anger,anger,3.295751529,8.202148739,train,cres_v2.1/audio_files_16000/157.wav,anger
213,955,f,adult,278,real,PA JA BI OSTALA KOD KUĆE AL AKO SE MORA IĆI IDEM,sadness,sadness,4.838200954,4.503687346,train,cres_v2.1/audio_files_16000/955.wav,sadness
214,577,m,adult,180,acted,OD SEBE ŠIME MOJ OD SEBE SAM POBIGA,sadness,sadness,3.487161856,4.296895868,train,cres_v2.1/audio_files_16000/577.wav,sadness
215,309,m,adult,77,real,ŽENE SU DANAS IZLOŽENE JEDNOJ VRSTI REPRESIJE ,neutral,neutral,5.020554119,4.806573205,train,cres_v2.1/audio_files_16000/309.wav,neutral
216,481,f,child,144,acted,IVICE BRATE MILI PA TO JE KAO U PRIČI,happiness,happiness,7.403962595,7.601540725,train,cres_v2.1/audio_files_16000/481.wav,happiness
217,646,f,adult,197,acted,ISTINE VIŠE NEMA,sadness,sadness,2.724966953,3.576485868,train,cres_v2.1/audio_files_16000/646.wav,sadness
218,291,m,adult,65,real,U HRVATSKOJ SE VRLO ČESTO GOVORI KAO EVO GA OPET SE SPAJAJU BLAGDANI OPET SE NE RADI OPET SE U TOM SUSTAVU NE RADI ONDA SE IZVLAČI TKO TO NE RADI ZAPRAVO A ONDA SE KAD SE UĐE DUBLJE PRVO I OSNOVNO TREBA VIDJETI DA RADNICI U SPAJANJU BLAGDANA NIKAD NE DOBIVAJU NEKAKVE DANE KOJI IM NE PRIPADAJU,neutral,neutral,4.320214422,4.499205445,train,cres_v2.1/audio_files_16000/291.wav,neutral
219,37,m,adult,19,acted,AJDE IZLAZI VANKA I DA TE ODE VIŠE NISAM NI VIDIJA NI ČUJA,anger,anger,3.066276005,7.202579627,train,cres_v2.1/audio_files_16000/37.wav,anger
220,825,m,adult,275,acted,DER PRIĐITE EUSTAHIJE LAMPION NA LAMPIONSKOJ BRAĆI DER EUSTAH,happiness,anger,4.775272304,7.990416977,train,cres_v2.1/audio_files_16000/825.wav,anger
221,925,m,adult,262,acted,A HAHA HAHA JA TO NIŠTA NE RAZUMIJEM,happiness,happiness,5.665206666,5.139979968,train,cres_v2.1/audio_files_16000/925.wav,happiness
222,1068,f,adult,308,acted,NORA JE VEĆ JUTROS IZJURILA NEKUD MAGDA NEMA POJMA GDJE,neutral,anger,3.99405996,5.718400705,train,cres_v2.1/audio_files_16000/1068.wav,anger
223,734,m,adult,240,acted,SAMO NE POČET HISTERIZIRAT ,fear,fear,4.259761891,5.284493559,train,cres_v2.1/audio_files_16000/734.wav,fear
224,1124,m,adult,325,real,PČELA IMA SVOJ IMUNITET,neutral,neutral,4.970804654,5.560331787,train,cres_v2.1/audio_files_16000/1124.wav,neutral
225,488,f,adult,145,acted,HIHI HIHI HIHI POGOSTITI POGOSTITI ,happiness,happiness,7.249607417,7.122768339,train,cres_v2.1/audio_files_16000/488.wav,happiness
226,558,f,child,172,acted,HOĆU HOĆU RADIT ĆU DANJU I NOĆU NEMOJTE NEMOJTE,fear,fear,1.907657362,8.003946972,train,cres_v2.1/audio_files_16000/558.wav,fear
227,326,f,adult,84,real,ŠKOLSKI PRAZNICI POKLAPAJU SE S NAJSKUPLJIM SKIJAŠKIM TJEDNOM NAKON NOVE GODINE NO UNATOČ TOMU PRODAJA ARANŽMANA NIJE PALA ŠTOVIŠE BOLJA JE ZA DADESETAK POSTO U ODNOSU NA LANI NA GRANIČNOM PRELAZU BREGANA JE MARINA JOB,neutral,neutral,5.596356484,4.875431052,train,cres_v2.1/audio_files_16000/326.wav,neutral
228,394,m,adult,120,real,OVI JEMA MU JE BOLJE,happiness,neutral,5.491428066,5.666667783,train,cres_v2.1/audio_files_16000/394.wav,neutral
229,706,f,adult,219,real,I USTVARI SMO SE MI UGLAVNOM BAVILI SUSJEDAMA I NAČINOM NA KOJI ĆEMO ANIMIRAT SUSJEDE I ONO U BITI VODIT TU CIJELU PRIČU,neutral,neutral,6.801030627,3.842364779,train,cres_v2.1/audio_files_16000/706.wav,neutral
230,893,m,adult,297,acted,NISAN ZASTAJK TI S MOJA BOLEST,sadness,sadness,3.243347129,4.73077693,train,cres_v2.1/audio_files_16000/893.wav,sadness
231,276,f,adult,60,acted,MRŠ U PIČKU MATERINU,anger,anger,2.445835568,7.962703459,train,cres_v2.1/audio_files_16000/276.wav,anger
232,180,f,adult,41,acted,MARŠ KURVE TREBA IH NAUČITI PAMETI,anger,anger,3.243516901,6.301736136,train,cres_v2.1/audio_files_16000/180.wav,anger
233,598,f,adult,186,real,KAD IZAĐEŠ IZ ISPOVJEDAONICE KROZ TAJNA VRATA UĐI U HODNIK UDH POZVONI NA ZVONCE ZELENE SOBE UĐI U SOBU U SOBI TE ČEKA PISMO S IDH DALJNJIM IDH UPUTAMA,sadness,sadness,2.526417453,7.016108242,train,cres_v2.1/audio_files_16000/598.wav,sadness
234,520,f,adult,161,acted,PUSTI ME ZVAT ĆU POLICIJU,fear,fear,1.365373472,8.4498569,train,cres_v2.1/audio_files_16000/520.wav,fear
235,700,f,adult,215,real,KRČKA POMORSKA ORGANIZACIJA DODIJELILA JE U ATENI KAPETANU KRISTI LAPTALU NAGRADU ČOVJEK OD MORA ZA 2008. GODINU,neutral,neutral,5.809856735,3.575752637,train,cres_v2.1/audio_files_16000/700.wav,neutral
236,772,m,adult,248,acted,ZNAM DA ZVUČI LUDODODO ALI STVARNO,fear,fear,4.54536724,7.418812064,train,cres_v2.1/audio_files_16000/772.wav,fear
237,494,f,child,146,acted,LIJEPO PJEVAŠ STRIČE LUKA SVIĐA MI SE KAKO PJESMOM TJERAŠ VUKA,happiness,happiness,8.185731618,6.480676288,train,cres_v2.1/audio_files_16000/494.wav,happiness
238,478,f,adult,143,acted,AH HAHA NEMOJ ME ZEZAT STVARNO MI RECI,happiness,happiness,6.868685258,6.609578431,train,cres_v2.1/audio_files_16000/478.wav,happiness
239,60,m,adult,21,real,ŠTA JE OVO ŠTA JE OVO SLAĐO,anger,anger,4.539230074,5.916268034,train,cres_v2.1/audio_files_16000/60.wav,anger
240,153,m,adult,31,acted,TIČE ME SE JEBIGA I STVARNO NISI FER STALNO SEREŠ DA SAM JA ZA SVE KRIV UMJESTO DA MI KAŽEŠ BRACO ODJEBI U SKOKOVIMA KUPILA SAM SI MLAĐEG KOMADA,anger,anger,3.248360099,7.067697675,train,cres_v2.1/audio_files_16000/153.wav,anger
241,941,f,adult,267,real,NEZNAM PROKLETA POLITIKA MRZIM SVE KOJI SE BAVE POLITIKOM UDH,sadness,sadness,2.605288712,6.2811595,train,cres_v2.1/audio_files_16000/941.wav,sadness
242,367,m,adult,109,acted,OVCE SMO ČUVALI KAO DJEČACI JA S OVE ON S ONE STRANE HEHE BOŽE KAKO SMO SE VOLJELI I SLAGALI,happiness,happiness,7.95048132,4.514292331,train,cres_v2.1/audio_files_16000/367.wav,happiness
243,111,m,adult,29,acted,A SVAMA TREBA KO SA STOKOM,anger,anger,2.170520539,7.465028962,train,cres_v2.1/audio_files_16000/111.wav,anger
244,50,m,adult,21,real,OPET KREĆEŠ U SVOJE LOBIRANJE UDH I TO CIJELO VREME RADIŠ,anger,anger,3.037299234,7.406107643,train,cres_v2.1/audio_files_16000/50.wav,anger
245,495,f,child,146,acted,ZOVEM SE CRVENKAPICA A MOJA JE I KOŠARICA NOŠIM NEŠTO SVOJOJ BAKI ŠTO STANUJE ČAK NA DRUGOM KRAJU ŠUME,happiness,happiness,8.147282865,5.870541618,train,cres_v2.1/audio_files_16000/495.wav,happiness
246,649,f,adult,198,real,SUPER PRIKAZANA KO I JOSIPA I KO NEZNAM KO CMIZDR A OPĆE SVI ZNAJU UNUTRA,sadness,sadness,2.343500897,7.089828368,train,cres_v2.1/audio_files_16000/649.wav,sadness
247,412,f,adult,129,acted,SUPER JE SUPER JE RECENZIJA,happiness,happiness,6.839250621,5.058197284,train,cres_v2.1/audio_files_16000/412.wav,happiness
248,523,f,adult,164,acted,UDH TUP TAP TUP TAP I ONDA JE STALO STRAŠNO,fear,fear,3.410291816,6.878058176,train,cres_v2.1/audio_files_16000/523.wav,fear
249,980,m,adult,231,acted,NEMOJ PAJDO ß IDH UDH NEMOJ ß IDH UDH NEMOJ MOLIM TE,fear,fear,1.761401192,8.539783161,train,cres_v2.1/audio_files_16000/980.wav,fear
250,818,m,adult,271,acted,AH HAHA JEDNU ZA EUSTAHIJA,happiness,happiness,7.027861869,6.191585138,train,cres_v2.1/audio_files_16000/818.wav,happiness
